sales_person,country,product,date,amount,boxes_shipped,day,month,year,weekdays
Madelene Upcott,New Zealand,Milk Bars,2022-03-29,12558.0,403.0,29,3,2022,Tuesday
Roddy Speechley,India,50% Dark Bites,2022-03-14,8337.0,12.0,14,3,2022,Monday
Barr Faughny,New Zealand,99% Dark & Pure,2022-05-24,8134.0,195.0,24,5,2022,Tuesday
Dennison Crosswaite,Canada,Organic Choco Syrup,2022-01-28,8491.0,75.0,28,1,2022,Friday
Beverie Moffet,India,Almond Choco,2022-05-24,3066.0,96.0,24,5,2022,Tuesday
Brien Boise,Australia,Peanut Butter Cubes,2022-08-19,301.0,205.0,19,8,2022,Friday
Karlen McCaffrey,Australia,Spicy Special Slims,2022-05-17,4410.0,323.0,17,5,2022,Tuesday
Jehu Rudeforth,USA,White Choc,2022-07-06,6559.0,119.0,6,7,2022,Wednesday
Ches Bonnell,Canada,Organic Choco Syrup,2022-07-26,574.0,217.0,26,7,2022,Tuesday
Dotty Strutley,India,Eclairs,2022-07-28,2086.0,384.0,28,7,2022,Thursday
Karlen McCaffrey,India,70% Dark Bites,2022-05-23,5075.0,344.0,23,5,2022,Monday
Jehu Rudeforth,UK,Mint Chip Choco,2023-04-01,5902.13,178.0,1,4,2023,Saturday
Van Tuxwell,India,85% Dark Bars,2023-01-08,8074.39,100.0,8,1,2023,Sunday
Gigi Bohling,India,Peanut Butter Cubes,2023-07-07,4666.18,100.0,7,7,2023,Friday
Jan Morforth,Australia,Peanut Butter Cubes,2023-04-27,14103.4,350.0,27,4,2023,Thursday
Jehu Rudeforth,UK,Peanut Butter Cubes,2023-02-24,14167.84,178.0,24,2,2023,Friday
Van Tuxwell,India,Smooth Sliky Salty,2023-06-06,5768.75,37.0,6,6,2023,Tuesday
Oby Sorrel,UK,99% Dark & Pure,2023-01-25,14673.2,175.0,25,1,2023,Wednesday
Gunar Cockshoot,Australia,After Nines,2023-03-24,3249.23,78.0,24,3,2023,Friday
Jehu Rudeforth,New Zealand,50% Dark Bites,2023-04-20,4526.24,64.0,20,4,2023,Thursday
Brien Boise,Australia,99% Dark & Pure,2023-04-07,3166.56,98.0,7,4,2023,Friday
Rafaelita Blaksland,UK,Smooth Sliky Salty,2023-01-13,4866.39,65.0,13,1,2023,Friday
Barr Faughny,USA,Orange Choco,2023-10-03,4254.37,12.0,3,10,2023,Tuesday
Mallorie Waber,Canada,Eclairs,2023-01-13,1652.61,277.0,13,1,2023,Friday
Karlen McCaffrey,New Zealand,Drinking Coco,2023-07-28,171.49,163.0,28,7,2023,Friday
Marney O'Breen,New Zealand,Peanut Butter Cubes,2023-03-08,8549.84,169.0,8,3,2023,Wednesday
Beverie Moffet,Australia,Organic Choco Syrup,2023-01-26,7807.74,355.0,26,1,2023,Thursday
Van Tuxwell,Canada,Organic Choco Syrup,2023-02-14,4561.43,44.0,14,2,2023,Tuesday
Roddy Speechley,USA,Smooth Sliky Salty,2023-05-04,3041.12,148.0,4,5,2023,Thursday
Beverie Moffet,Canada,Milk Bars,2023-02-16,9786.09,248.0,16,2,2023,Thursday
Curtice Advani,UK,85% Dark Bars,2023-08-06,1131.25,175.0,6,8,2023,Sunday
Brien Boise,Australia,Eclairs,2023-06-27,7484.07,94.0,27,6,2023,Tuesday
Gunar Cockshoot,USA,Spicy Special Slims,2023-02-17,1339.61,166.0,17,2,2023,Friday
Marney O'Breen,USA,After Nines,2023-05-30,5481.18,159.0,30,5,2023,Tuesday
Husein Augar,UK,Drinking Coco,2023-03-14,3275.4,120.0,14,3,2023,Tuesday
Kaine Padly,Australia,Eclairs,2023-02-28,7677.78,118.0,28,2,2023,Tuesday
Karlen McCaffrey,India,Fruit & Nut Bars,2023-01-26,189.37,315.0,26,1,2023,Thursday
Roddy Speechley,Canada,Spicy Special Slims,2023-09-02,1658.79,193.0,2,9,2023,Saturday
Husein Augar,USA,Eclairs,2023-07-07,4168.93,122.0,7,7,2023,Friday
Dennison Crosswaite,New Zealand,White Choc,2023-05-07,10604.89,165.0,7,5,2023,Sunday
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2023-06-15,5773.51,325.0,15,6,2023,Thursday
Van Tuxwell,New Zealand,85% Dark Bars,2023-05-24,1838.78,121.0,24,5,2023,Wednesday
Rafaelita Blaksland,UK,99% Dark & Pure,2023-06-29,12643.1,150.0,29,6,2023,Thursday
Wilone O'Kielt,Australia,Manuka Honey Choco,2023-11-05,4439.52,95.0,5,11,2023,Sunday
Karlen McCaffrey,UK,Almond Choco,2023-06-30,7698.6,126.0,30,6,2023,Friday
Andria Kimpton,Canada,After Nines,2023-11-05,2222.3,77.0,5,11,2023,Sunday
Roddy Speechley,USA,Manuka Honey Choco,2023-07-22,10959.02,302.0,22,7,2023,Saturday
Andria Kimpton,UK,50% Dark Bites,2023-08-24,2854.85,337.0,24,8,2023,Thursday
Kelci Walkden,New Zealand,After Nines,2023-07-07,147.82,74.0,7,7,2023,Friday
Camilla Castle,Australia,85% Dark Bars,2023-05-19,3790.51,14.0,19,5,2023,Friday
Karlen McCaffrey,India,Manuka Honey Choco,2023-04-07,2487.19,583.0,7,4,2023,Friday
Kelci Walkden,USA,After Nines,2023-02-06,1021.27,17.0,6,2,2023,Monday
Karlen McCaffrey,USA,Raspberry Choco,2023-04-15,15370.06,353.0,15,4,2023,Saturday
Mallorie Waber,Canada,Choco Coated Almonds,2023-11-07,5345.58,250.0,7,11,2023,Tuesday
Andria Kimpton,India,Spicy Special Slims,2023-02-23,6559.44,154.0,23,2,2023,Thursday
Madelene Upcott,Canada,Almond Choco,2023-08-22,8282.93,107.0,22,8,2023,Tuesday
Kaine Padly,USA,Peanut Butter Cubes,2023-02-16,6981.4,189.0,16,2,2023,Thursday
Van Tuxwell,USA,50% Dark Bites,2023-01-13,10280.17,155.0,13,1,2023,Friday
Curtice Advani,Australia,Milk Bars,2023-02-14,7703.62,20.0,14,2,2023,Tuesday
Roddy Speechley,India,Eclairs,2023-10-06,4489.81,310.0,6,10,2023,Friday
Curtice Advani,India,Fruit & Nut Bars,2023-07-07,5806.11,190.0,7,7,2023,Friday
Curtice Advani,Canada,Almond Choco,2023-03-24,5148.7,76.0,24,3,2023,Friday
Brien Boise,Australia,Fruit & Nut Bars,2023-06-06,8558.59,24.0,6,6,2023,Tuesday
Dotty Strutley,Australia,Drinking Coco,2023-07-19,94.19,145.0,19,7,2023,Wednesday
Beverie Moffet,USA,Raspberry Choco,2023-04-19,16223.83,87.0,19,4,2023,Wednesday
Marney O'Breen,India,85% Dark Bars,2023-07-19,2439.06,175.0,19,7,2023,Wednesday
Jehu Rudeforth,Canada,Drinking Coco,2023-07-15,466.65,23.0,15,7,2023,Saturday
Ches Bonnell,New Zealand,Spicy Special Slims,2023-02-14,4044.24,18.0,14,2,2023,Tuesday
Brien Boise,Canada,99% Dark & Pure,2023-05-18,17675.28,446.0,18,5,2023,Thursday
Barr Faughny,Australia,Fruit & Nut Bars,2023-06-30,17280.98,58.0,30,6,2023,Friday
Andria Kimpton,Australia,50% Dark Bites,2023-02-06,5091.78,219.0,6,2,2023,Monday
Andria Kimpton,Australia,Drinking Coco,2023-06-28,1657.2,49.0,28,6,2023,Wednesday
Marney O'Breen,Australia,Organic Choco Syrup,2023-05-16,305.79,189.0,16,5,2023,Tuesday
Kelci Walkden,Canada,Baker's Choco Chips,2023-05-26,3377.41,325.0,26,5,2023,Friday
Karlen McCaffrey,India,Almond Choco,2023-06-07,6188.62,157.0,7,6,2023,Wednesday
Oby Sorrel,India,99% Dark & Pure,2023-05-27,10914.36,11.0,27,5,2023,Saturday
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2023-04-14,2342.07,12.0,14,4,2023,Friday
Van Tuxwell,Australia,Organic Choco Syrup,2023-10-08,21762.8,15.0,8,10,2023,Sunday
Camilla Castle,India,50% Dark Bites,2023-04-07,10539.54,398.0,7,4,2023,Friday
Oby Sorrel,India,Organic Choco Syrup,2023-08-07,6665.87,60.0,7,8,2023,Monday
Jan Morforth,USA,Peanut Butter Cubes,2023-07-22,9605.11,98.0,22,7,2023,Saturday
Gigi Bohling,USA,Choco Coated Almonds,2023-02-03,13018.0,103.0,3,2,2023,Friday
Gigi Bohling,UK,Almond Choco,2023-10-01,6046.4,10.0,1,10,2023,Sunday
Jehu Rudeforth,New Zealand,White Choc,2023-11-03,3078.33,231.0,3,11,2023,Friday
Andria Kimpton,New Zealand,Peanut Butter Cubes,2023-06-20,970.96,291.0,20,6,2023,Tuesday
Van Tuxwell,UK,Organic Choco Syrup,2023-08-26,2064.71,208.0,26,8,2023,Saturday
Roddy Speechley,Canada,Milk Bars,2023-07-13,679.94,34.0,13,7,2023,Thursday
Camilla Castle,USA,Spicy Special Slims,2023-11-02,1311.25,251.0,2,11,2023,Thursday
Marney O'Breen,USA,Orange Choco,2023-01-27,8692.64,184.0,27,1,2023,Friday
Van Tuxwell,UK,99% Dark & Pure,2023-01-31,4993.21,145.0,31,1,2023,Tuesday
Camilla Castle,USA,White Choc,2023-08-18,10898.19,24.0,18,8,2023,Friday
Andria Kimpton,USA,Raspberry Choco,2023-06-30,15565.91,21.0,30,6,2023,Friday
Dotty Strutley,Australia,Fruit & Nut Bars,2023-08-23,280.59,328.0,23,8,2023,Wednesday
Brien Boise,New Zealand,Mint Chip Choco,2023-01-08,66.35,197.0,8,1,2023,Sunday
Roddy Speechley,New Zealand,After Nines,2023-05-25,8766.45,10.0,25,5,2023,Thursday
Roddy Speechley,Canada,Organic Choco Syrup,2023-10-01,4265.48,85.0,1,10,2023,Sunday
Dennison Crosswaite,Australia,70% Dark Bites,2023-07-02,6087.53,113.0,2,7,2023,Sunday
Karlen McCaffrey,USA,Orange Choco,2023-12-05,11694.48,425.0,5,12,2023,Tuesday
Madelene Upcott,Australia,Spicy Special Slims,2023-07-03,7616.38,392.0,3,7,2023,Monday
Dennison Crosswaite,Australia,85% Dark Bars,2023-05-04,7807.02,419.0,4,5,2023,Thursday
Andria Kimpton,Canada,Caramel Stuffed Bars,2023-03-01,7990.91,343.0,1,3,2023,Wednesday
Dennison Crosswaite,UK,Eclairs,2023-03-24,6757.17,276.0,24,3,2023,Friday
Madelene Upcott,India,Raspberry Choco,2023-07-07,4409.21,10.0,7,7,2023,Friday
Van Tuxwell,USA,After Nines,2023-07-26,722.25,255.0,26,7,2023,Wednesday
Wilone O'Kielt,Australia,Organic Choco Syrup,2023-07-07,1896.24,115.0,7,7,2023,Friday
Karlen McCaffrey,Canada,50% Dark Bites,2023-07-15,2966.83,65.0,15,7,2023,Saturday
Roddy Speechley,New Zealand,Orange Choco,2023-01-04,51.29,100.0,4,1,2023,Wednesday
Beverie Moffet,Australia,Eclairs,2023-06-20,1835.42,6.0,20,6,2023,Tuesday
Kelci Walkden,UK,Fruit & Nut Bars,2023-06-29,14592.11,509.0,29,6,2023,Thursday
Marney O'Breen,USA,50% Dark Bites,2023-06-15,1114.13,106.0,15,6,2023,Thursday
Husein Augar,USA,After Nines,2023-08-04,13051.75,193.0,4,8,2023,Friday
Dennison Crosswaite,Australia,Raspberry Choco,2023-03-14,5997.71,31.0,14,3,2023,Tuesday
Andria Kimpton,USA,Fruit & Nut Bars,2023-07-15,1588.28,352.0,15,7,2023,Saturday
Kelci Walkden,India,Eclairs,2023-04-19,5344.21,80.0,19,4,2023,Wednesday
Marney O'Breen,USA,99% Dark & Pure,2023-03-28,4646.91,317.0,28,3,2023,Tuesday
Brien Boise,Canada,Spicy Special Slims,2023-04-03,8929.88,100.0,3,4,2023,Monday
Karlen McCaffrey,New Zealand,70% Dark Bites,2023-02-08,141.23,38.0,8,2,2023,Wednesday
Husein Augar,UK,Spicy Special Slims,2023-08-25,5068.99,45.0,25,8,2023,Friday
Marney O'Breen,USA,Almond Choco,2023-02-25,8012.72,163.0,25,2,2023,Saturday
Kelci Walkden,India,Orange Choco,2023-07-06,10587.71,134.0,6,7,2023,Thursday
Jan Morforth,India,Spicy Special Slims,2023-12-04,2155.62,495.0,4,12,2023,Monday
Ches Bonnell,India,Spicy Special Slims,2023-06-07,11010.43,103.0,7,6,2023,Wednesday
Kelci Walkden,UK,Smooth Sliky Salty,2023-01-19,6787.72,192.0,19,1,2023,Thursday
Madelene Upcott,Australia,Fruit & Nut Bars,2023-05-01,5715.07,90.0,1,5,2023,Monday
Madelene Upcott,Canada,70% Dark Bites,2023-01-24,12100.65,142.0,24,1,2023,Tuesday
Wilone O'Kielt,Australia,Drinking Coco,2023-06-04,623.75,285.0,4,6,2023,Sunday
Gunar Cockshoot,Australia,Fruit & Nut Bars,2023-06-15,6528.42,22.0,15,6,2023,Thursday
Gigi Bohling,Canada,Baker's Choco Chips,2023-01-28,1540.55,47.0,28,1,2023,Saturday
Kelci Walkden,India,Caramel Stuffed Bars,2023-03-16,487.06,123.0,16,3,2023,Thursday
Rafaelita Blaksland,Australia,Drinking Coco,2023-02-21,11630.38,431.0,21,2,2023,Tuesday
Kelci Walkden,USA,Manuka Honey Choco,2023-02-16,17297.66,96.0,16,2,2023,Thursday
Jehu Rudeforth,Canada,Spicy Special Slims,2023-01-13,2043.55,28.0,13,1,2023,Friday
Kelci Walkden,Australia,Eclairs,2023-03-23,8168.86,570.0,23,3,2023,Thursday
Curtice Advani,Canada,Spicy Special Slims,2023-06-16,933.45,122.0,16,6,2023,Friday
Oby Sorrel,India,Raspberry Choco,2023-04-14,6826.32,44.0,14,4,2023,Friday
Kelci Walkden,UK,Eclairs,2023-01-25,5029.35,61.0,25,1,2023,Wednesday
Jan Morforth,India,Almond Choco,2023-11-03,5143.49,21.0,3,11,2023,Friday
Dotty Strutley,UK,Almond Choco,2023-07-28,16707.88,102.0,28,7,2023,Friday
Marney O'Breen,New Zealand,After Nines,2023-09-03,1558.87,46.0,3,9,2023,Sunday
Husein Augar,Australia,Orange Choco,2023-06-28,9332.76,196.0,28,6,2023,Wednesday
Marney O'Breen,Australia,Milk Bars,2023-07-28,2673.47,375.0,28,7,2023,Friday
Kelci Walkden,Canada,99% Dark & Pure,2023-08-15,4950.21,54.0,15,8,2023,Tuesday
Kaine Padly,Australia,Manuka Honey Choco,2023-12-01,2919.11,271.0,1,12,2023,Friday
Beverie Moffet,New Zealand,White Choc,2023-03-24,8003.23,7.0,24,3,2023,Friday
Van Tuxwell,UK,Milk Bars,2023-07-25,4902.78,91.0,25,7,2023,Tuesday
Oby Sorrel,Canada,99% Dark & Pure,2023-01-08,4033.53,430.0,8,1,2023,Sunday
Van Tuxwell,India,Organic Choco Syrup,2023-05-16,22751.18,182.0,16,5,2023,Tuesday
Roddy Speechley,India,Smooth Sliky Salty,2023-10-08,5118.11,137.0,8,10,2023,Sunday
Jan Morforth,India,Eclairs,2023-05-01,2835.9,26.0,1,5,2023,Monday
Ches Bonnell,UK,Smooth Sliky Salty,2023-11-07,5828.22,121.0,7,11,2023,Tuesday
Wilone O'Kielt,USA,After Nines,2023-04-25,396.19,32.0,25,4,2023,Tuesday
Gigi Bohling,New Zealand,Fruit & Nut Bars,2023-04-04,11226.5,118.0,4,4,2023,Tuesday
Barr Faughny,USA,Raspberry Choco,2023-12-04,10102.86,107.0,4,12,2023,Monday
Wilone O'Kielt,New Zealand,85% Dark Bars,2023-02-08,2084.86,119.0,8,2,2023,Wednesday
Gigi Bohling,New Zealand,Manuka Honey Choco,2023-06-28,8495.79,268.0,28,6,2023,Wednesday
Ches Bonnell,Australia,Eclairs,2023-05-07,4248.34,130.0,7,5,2023,Sunday
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2023-07-06,2236.11,46.0,6,7,2023,Thursday
Brien Boise,New Zealand,Smooth Sliky Salty,2023-01-18,1124.27,26.0,18,1,2023,Wednesday
Brien Boise,Australia,Baker's Choco Chips,2023-04-01,12870.47,227.0,1,4,2023,Saturday
Dennison Crosswaite,Australia,99% Dark & Pure,2023-01-31,3017.66,19.0,31,1,2023,Tuesday
Kelci Walkden,India,Almond Choco,2023-03-14,3574.12,149.0,14,3,2023,Tuesday
Camilla Castle,Australia,70% Dark Bites,2023-04-29,6249.31,509.0,29,4,2023,Saturday
Oby Sorrel,India,Smooth Sliky Salty,2023-07-02,10759.61,107.0,2,7,2023,Sunday
Kaine Padly,UK,Organic Choco Syrup,2023-03-31,2508.03,175.0,31,3,2023,Friday
Marney O'Breen,India,Caramel Stuffed Bars,2023-03-16,4997.82,83.0,16,3,2023,Thursday
Karlen McCaffrey,UK,Eclairs,2023-01-25,7901.09,200.0,25,1,2023,Wednesday
Van Tuxwell,India,Baker's Choco Chips,2023-06-20,3133.42,479.0,20,6,2023,Tuesday
Gigi Bohling,UK,After Nines,2023-03-29,8320.29,171.0,29,3,2023,Wednesday
Curtice Advani,Australia,Orange Choco,2023-12-07,909.93,132.0,7,12,2023,Thursday
Jehu Rudeforth,Canada,Smooth Sliky Salty,2023-11-07,5631.26,142.0,7,11,2023,Tuesday
Karlen McCaffrey,Canada,Smooth Sliky Salty,2023-01-19,3283.44,186.0,19,1,2023,Thursday
Andria Kimpton,USA,85% Dark Bars,2023-05-04,9458.03,87.0,4,5,2023,Thursday
Jehu Rudeforth,Canada,Milk Bars,2023-02-21,7726.25,12.0,21,2,2023,Tuesday
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2023-05-20,14369.4,15.0,20,5,2023,Saturday
Mallorie Waber,Australia,Milk Bars,2023-07-29,2829.57,106.0,29,7,2023,Saturday
Barr Faughny,USA,Fruit & Nut Bars,2023-01-28,9370.61,45.0,28,1,2023,Saturday
Marney O'Breen,UK,Caramel Stuffed Bars,2023-07-19,3651.49,112.0,19,7,2023,Wednesday
Mallorie Waber,New Zealand,Manuka Honey Choco,2023-04-13,10229.99,12.0,13,4,2023,Thursday
Roddy Speechley,India,Peanut Butter Cubes,2023-11-02,11596.89,22.0,2,11,2023,Thursday
Roddy Speechley,New Zealand,Milk Bars,2023-02-03,5857.9,111.0,3,2,2023,Friday
Ches Bonnell,Australia,White Choc,2023-02-03,1177.64,206.0,3,2,2023,Friday
Van Tuxwell,USA,99% Dark & Pure,2023-07-28,12930.11,6.0,28,7,2023,Friday
Kelci Walkden,India,After Nines,2023-07-01,1732.04,531.0,1,7,2023,Saturday
Brien Boise,UK,White Choc,2023-12-04,5837.17,173.0,4,12,2023,Monday
Van Tuxwell,Canada,Almond Choco,2023-06-27,3424.66,70.0,27,6,2023,Tuesday
Jehu Rudeforth,Australia,50% Dark Bites,2023-01-14,5700.28,422.0,14,1,2023,Saturday
Karlen McCaffrey,UK,Baker's Choco Chips,2023-07-02,5094.48,373.0,2,7,2023,Sunday
Jehu Rudeforth,Australia,Orange Choco,2023-03-23,14529.2,26.0,23,3,2023,Thursday
Marney O'Breen,India,Peanut Butter Cubes,2023-10-01,6761.28,145.0,1,10,2023,Sunday
Oby Sorrel,UK,Choco Coated Almonds,2023-03-17,10370.44,44.0,17,3,2023,Friday
Gigi Bohling,USA,Spicy Special Slims,2023-01-21,12450.24,57.0,21,1,2023,Saturday
Barr Faughny,Australia,White Choc,2023-04-07,8927.63,386.0,7,4,2023,Friday
Kaine Padly,Canada,Peanut Butter Cubes,2023-04-07,3438.7,191.0,7,4,2023,Friday
Dotty Strutley,USA,Manuka Honey Choco,2023-10-08,299.71,207.0,8,10,2023,Sunday
Dennison Crosswaite,Australia,50% Dark Bites,2023-01-04,7374.26,12.0,4,1,2023,Wednesday
Gigi Bohling,India,Raspberry Choco,2023-02-22,2775.87,174.0,22,2,2023,Wednesday
Camilla Castle,UK,White Choc,2023-03-01,9957.66,194.0,1,3,2023,Wednesday
Karlen McCaffrey,India,Drinking Coco,2023-05-31,5064.88,251.0,31,5,2023,Wednesday
Dotty Strutley,UK,99% Dark & Pure,2023-03-01,9865.05,273.0,1,3,2023,Wednesday
Husein Augar,New Zealand,Caramel Stuffed Bars,2023-01-27,571.52,489.0,27,1,2023,Friday
Barr Faughny,UK,50% Dark Bites,2023-01-28,656.44,67.0,28,1,2023,Saturday
Curtice Advani,Australia,Organic Choco Syrup,2023-06-28,4008.93,301.0,28,6,2023,Wednesday
Husein Augar,UK,Choco Coated Almonds,2023-02-03,4679.06,43.0,3,2,2023,Friday
Wilone O'Kielt,Australia,After Nines,2023-05-27,3446.84,28.0,27,5,2023,Saturday
Dennison Crosswaite,USA,Almond Choco,2023-06-30,11884.52,82.0,30,6,2023,Friday
Barr Faughny,Canada,Peanut Butter Cubes,2023-07-06,2167.19,85.0,6,7,2023,Thursday
Kaine Padly,USA,70% Dark Bites,2023-12-05,4199.84,107.0,5,12,2023,Tuesday
Barr Faughny,New Zealand,Raspberry Choco,2023-07-29,7358.7,68.0,29,7,2023,Saturday
Dennison Crosswaite,UK,White Choc,2023-03-08,7870.09,274.0,8,3,2023,Wednesday
Barr Faughny,India,Baker's Choco Chips,2023-08-18,7454.25,148.0,18,8,2023,Friday
Van Tuxwell,New Zealand,Smooth Sliky Salty,2023-06-14,3112.3,41.0,14,6,2023,Wednesday
Beverie Moffet,UK,White Choc,2023-06-30,6901.22,80.0,30,6,2023,Friday
Camilla Castle,New Zealand,Mint Chip Choco,2023-06-13,1178.0,199.0,13,6,2023,Tuesday
Ches Bonnell,UK,Orange Choco,2023-04-27,14953.83,53.0,27,4,2023,Thursday
Jan Morforth,Australia,White Choc,2023-07-27,3958.57,33.0,27,7,2023,Thursday
Mallorie Waber,Canada,85% Dark Bars,2023-04-20,1639.01,430.0,20,4,2023,Thursday
Rafaelita Blaksland,India,Spicy Special Slims,2023-04-01,8586.04,144.0,1,4,2023,Saturday
Ches Bonnell,Australia,Mint Chip Choco,2023-02-21,10000.22,98.0,21,2,2023,Tuesday
Karlen McCaffrey,Australia,White Choc,2023-05-01,8448.39,52.0,1,5,2023,Monday
Beverie Moffet,India,Drinking Coco,2023-07-15,6984.74,51.0,15,7,2023,Saturday
Brien Boise,Australia,Choco Coated Almonds,2023-05-25,5641.54,61.0,25,5,2023,Thursday
Karlen McCaffrey,Canada,Eclairs,2023-04-20,3850.87,372.0,20,4,2023,Thursday
Gigi Bohling,USA,99% Dark & Pure,2023-02-06,885.68,240.0,6,2,2023,Monday
Marney O'Breen,UK,Smooth Sliky Salty,2023-05-13,21251.67,91.0,13,5,2023,Saturday
Beverie Moffet,New Zealand,Baker's Choco Chips,2023-03-08,1452.61,142.0,8,3,2023,Wednesday
Beverie Moffet,Australia,Milk Bars,2023-05-25,793.17,400.0,25,5,2023,Thursday
Van Tuxwell,UK,Raspberry Choco,2023-03-16,7152.22,83.0,16,3,2023,Thursday
Jan Morforth,Australia,Orange Choco,2023-04-07,3364.44,126.0,7,4,2023,Friday
Jehu Rudeforth,India,50% Dark Bites,2023-05-07,3470.6,129.0,7,5,2023,Sunday
Madelene Upcott,USA,After Nines,2023-03-15,4676.32,440.0,15,3,2023,Wednesday
Barr Faughny,UK,Raspberry Choco,2023-08-22,6323.45,70.0,22,8,2023,Tuesday
Ches Bonnell,Australia,70% Dark Bites,2023-12-01,3252.7,119.0,1,12,2023,Friday
Marney O'Breen,UK,Baker's Choco Chips,2023-10-06,254.16,161.0,6,10,2023,Friday
Kaine Padly,Australia,Peanut Butter Cubes,2023-03-25,6127.37,299.0,25,3,2023,Saturday
Rafaelita Blaksland,India,Almond Choco,2023-07-27,3791.66,100.0,27,7,2023,Thursday
Husein Augar,UK,Caramel Stuffed Bars,2023-04-15,17059.69,456.0,15,4,2023,Saturday
Roddy Speechley,India,Orange Choco,2023-06-27,4154.44,18.0,27,6,2023,Tuesday
Jehu Rudeforth,UK,70% Dark Bites,2023-04-14,6168.51,280.0,14,4,2023,Friday
Husein Augar,Australia,Manuka Honey Choco,2023-03-15,7984.45,95.0,15,3,2023,Wednesday
Madelene Upcott,USA,Eclairs,2023-03-18,9108.33,213.0,18,3,2023,Saturday
Brien Boise,India,Eclairs,2023-04-29,1511.51,58.0,29,4,2023,Saturday
Mallorie Waber,New Zealand,White Choc,2023-02-25,3364.28,265.0,25,2,2023,Saturday
Husein Augar,USA,Milk Bars,2023-02-03,934.49,54.0,3,2,2023,Friday
Van Tuxwell,Australia,Milk Bars,2023-06-20,8895.7,91.0,20,6,2023,Tuesday
Beverie Moffet,Canada,White Choc,2023-07-15,9957.2,185.0,15,7,2023,Saturday
Dotty Strutley,Australia,50% Dark Bites,2023-12-05,3359.18,256.0,5,12,2023,Tuesday
Mallorie Waber,New Zealand,Organic Choco Syrup,2023-01-07,5098.29,276.0,7,1,2023,Saturday
Husein Augar,USA,85% Dark Bars,2023-08-08,398.28,52.0,8,8,2023,Tuesday
Madelene Upcott,Australia,50% Dark Bites,2023-07-25,7473.14,6.0,25,7,2023,Tuesday
Wilone O'Kielt,UK,Drinking Coco,2023-05-18,3638.66,59.0,18,5,2023,Thursday
Camilla Castle,India,Peanut Butter Cubes,2023-07-15,12507.08,284.0,15,7,2023,Saturday
Curtice Advani,India,70% Dark Bites,2023-05-07,2393.79,48.0,7,5,2023,Sunday
Mallorie Waber,USA,Manuka Honey Choco,2023-04-07,6136.99,94.0,7,4,2023,Friday
Dotty Strutley,UK,70% Dark Bites,2023-06-20,1264.43,232.0,20,6,2023,Tuesday
Gunar Cockshoot,Australia,Almond Choco,2023-01-25,4101.26,425.0,25,1,2023,Wednesday
Kaine Padly,New Zealand,Spicy Special Slims,2023-01-07,8106.88,40.0,7,1,2023,Saturday
Gigi Bohling,USA,50% Dark Bites,2023-04-13,2456.1,58.0,13,4,2023,Thursday
Beverie Moffet,UK,Smooth Sliky Salty,2023-04-05,4726.6,75.0,5,4,2023,Wednesday
Beverie Moffet,Australia,Baker's Choco Chips,2023-04-08,3482.73,108.0,8,4,2023,Saturday
Beverie Moffet,India,70% Dark Bites,2023-01-06,467.19,159.0,6,1,2023,Friday
Jehu Rudeforth,UK,Choco Coated Almonds,2023-04-22,4875.38,185.0,22,4,2023,Saturday
Kaine Padly,USA,50% Dark Bites,2023-03-08,70.6,27.0,8,3,2023,Wednesday
Ches Bonnell,USA,Orange Choco,2023-10-06,1835.22,73.0,6,10,2023,Friday
Gunar Cockshoot,UK,Manuka Honey Choco,2023-06-27,7304.74,49.0,27,6,2023,Tuesday
Marney O'Breen,Australia,Smooth Sliky Salty,2023-03-01,3967.85,163.0,1,3,2023,Wednesday
Marney O'Breen,India,After Nines,2023-11-07,2800.67,190.0,7,11,2023,Tuesday
Ches Bonnell,New Zealand,Milk Bars,2023-08-17,4474.52,120.0,17,8,2023,Thursday
Rafaelita Blaksland,USA,Fruit & Nut Bars,2023-01-18,2737.03,63.0,18,1,2023,Wednesday
Ches Bonnell,India,Organic Choco Syrup,2023-08-03,16717.26,102.0,3,8,2023,Thursday
Mallorie Waber,Australia,Orange Choco,2023-07-03,16112.73,282.0,3,7,2023,Monday
Husein Augar,India,70% Dark Bites,2023-09-05,6898.0,163.0,5,9,2023,Tuesday
Barr Faughny,New Zealand,85% Dark Bars,2023-05-23,2151.04,170.0,23,5,2023,Tuesday
Madelene Upcott,UK,Caramel Stuffed Bars,2023-04-15,172.51,152.0,15,4,2023,Saturday
Gigi Bohling,Australia,Drinking Coco,2023-07-27,2949.02,153.0,27,7,2023,Thursday
Marney O'Breen,Canada,Choco Coated Almonds,2023-08-22,2790.72,435.0,22,8,2023,Tuesday
Ches Bonnell,USA,70% Dark Bites,2023-11-05,5054.42,127.0,5,11,2023,Sunday
Madelene Upcott,India,Organic Choco Syrup,2023-01-26,5418.75,37.0,26,1,2023,Thursday
Barr Faughny,USA,50% Dark Bites,2023-04-14,14604.67,128.0,14,4,2023,Friday
Dennison Crosswaite,New Zealand,Mint Chip Choco,2023-05-04,6668.93,419.0,4,5,2023,Thursday
Marney O'Breen,New Zealand,Smooth Sliky Salty,2023-06-14,9689.7,58.0,14,6,2023,Wednesday
